ytid,path,caption,aspect_list,audioset_labels,sr
Kd7aHdOwh0I,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\Kd7aHdOwh0I.wav,"This is an instrumental jam. The only instrument being played is a clean sounding electric guitar. The guitar solo has simple, groovy tunes played in an improvised manner. The atmosphere is easygoing. Parts of this recording could be sampled to be used in beat-making.","['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'guitar solo', 'easygoing', 'groovy', 'clean sounding', 'simple tunes']","/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5",32000
KpRHRh9PaRU,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\KpRHRh9PaRU.wav,"Melancholic Instrumental music with wide panned acoustic guitars strumming, glockenspiel or bells following the chord progression, and a syncopated electric bass guitar over a slow rock beat that fades into simple steady solo piano.","['slow rock', 'melancholy', 'two acoustic guitars strumming', 'wide panned', 'simple steady solo piano', 'fade out', 'glockenspiel', 'bells', 'syncopated electric bass guitar', 'instrumental']","/m/04rlf,/t/dd00031",32000
L1fxVVl_1bM,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\L1fxVVl_1bM.wav,Someone is strumming chords on a distorted e-guitar while someone is playing a fast solo up the fretboard with another e-guitar. This song may be playing practicing solos at home.,"['amateur recording', 'rock', 'e-guitars', 'slow tempo']","/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",32000
LR3U4b_fVBc,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\LR3U4b_fVBc.wav,"The song is an instrumental. The song is medium tempo and tempo changes occur later, with piano accompaniment, guitar solo, chord changes, steady drumming rhythm, rhythm  guitar, and strong bass line . The song is an iconic rock hit and has a bad audio quality.","['electric guitar lead', 'chord changes', 'specials sound effects', 'groovy bass line', 'piano accompaniment', 'classic rock song', 'instrumental music', 'cymbal crashes', 'piano accompaniment', 'emotional', 'sentimental', 'rock super-hits', 'passionate', 'spirited', 'cult classic', 'bad audio quality', 'passionate', 'energetic', 'youthful', 'iconic solo', 'rock anthem', 'tempo changes', 'medium tempo']","/m/015y_n,/m/04szw,/m/05148p4",32000
LadgIxZu8Oc,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\LadgIxZu8Oc.wav,"The Rock song instrumental features a mellow synth pad with flanger effect on, and straight piano chords playing in the beginning. In the second part of the loop, there is an electric guitar solo melody layered with synth pad melody and electric guitar power chords layered with powerful bass guitar and energetic crash cymbal. It sounds energetic and powerful, even though it starts softly.","['rock', 'energetic', 'electric guitar solo melody', 'electric guitar power chords', 'instrumental', 'flanger effect', 'mellow synth pad', 'straight piano chords', 'energetic crash cymbal', 'powerful bass guitar', 'soft', 'powerful']","/m/025td0t,/m/02cjck,/m/03lty,/m/04rlf,/m/0dl5d",32000
LpcvkXs49Zo,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\LpcvkXs49Zo.wav,This audio contains someone playing a solo on a distorted e-guitar in the mid range up to the higher register. This song may be playing for a product advertisement.,"['rock', 'e-guitar', 'medium tempo']","/m/018vs,/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5",32000
NKDBwJIwWoU,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\NKDBwJIwWoU.wav,"This song features a distortion guitar playing a guitar solo. The solo is played at a high pitch. It is a slow tempo solo. The guitarist plays a lot of vibrato when the notes are allowed to ring for a while. The pattern follows three ascending notes followed by three strikes on a lower note. This is followed by one higher note, the lower note and a hammer on to a higher note. A synth plays backing chords. There are no other instruments in this song. The mood of this song is romantic.","['distortion guitar', 'guitar solo', 'synth backing', 'vibrato', 'hammer on', 'no other instruments', 'no percussion', 'no voice', 'instrumental', 'slow tempo', 'romantic theme']","/m/0342h,/m/04rlf,/m/04szw,/m/05lls,/m/0fx80y",32000
NVo-stvk_QE,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\NVo-stvk_QE.wav,Here we have an electric guitarist intricately playing a guitar solo with a reverb effect applied to his guitar. The music is a jazzy type of backing track with a sophisticated walking bassline. The guitarist is highly skilled.,"['jazzy', 'electric guitar solo', 'simple jazzy drumming', 'intricate walking bassline', 'reverb effect', 'complex electric guitar playing']","/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y,/m/0g12c5",32000
NdiSW-p2I0c,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\NdiSW-p2I0c.wav,The low quality recording features a passionate electric guitar solo melody over wide playback rock instrumental. The recording is noisy.,"['low quality', 'wide playback instrumental', 'rock', 'passionate electric guitar solo melody', 'noisy']","/m/02sgy,/m/04rlf,/m/06by7,/m/0b_fwt,/m/0dl5d",32000
NmMJgUo19Gk,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\NmMJgUo19Gk.wav,"This instrumental intro features a blues rock inspired electric guitar solo with string bending, an aggressively strummed acoustic guitar, a tambourine, an electric bass guitar and an uptempo rock drum beat. Feels like a protest song from the sixties.","['instrumental intro', 'electric guitar solo', 'blues rock guitar', 'string bending', 'tambourine', 'aggressive acoustic guitar strumming', 'electric bass guitar', 'uptempo rock drums', 'protest music', 'counterculture', ""1960's""]","/m/0342h,/m/04rlf,/m/04szw,/m/05w3f",32000
NzvkMWY4EjA,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\NzvkMWY4EjA.wav,Solo performance of an electric guitar player strumming chords. The tone is overdriven and warm. The genre is rock.,"['electric guitar', 'overdrive', 'strumming', 'rock', 'warm']","/m/02rr_,/m/02sgy,/m/04rlf,/m/0b9m1,/m/0g12c5",32000
OEuBITrf-kE,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\OEuBITrf-kE.wav,"The Metal song features a manic solo electric guitar melody over shimmering hi hats, shimmering crash cymbals, double pedal kick hits, punchy snare, groovy distorted bass guitar and aggressive electric guitar riffs. It sounds aggressive, manic and energetic - like something you would jump to at the concerts.","['metal', 'energetic', 'manic solo electric guitar melody', 'shimmering hi hats', 'shimmering crash cymbals', 'double pedal kick', 'punchy snare', 'groovy distorted bass guitar', 'aggressive electric guitar riffs', 'aggressive', 'manic']","/m/04rlf,/m/07szfh9",32000
OH8urnIthoQ,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\OH8urnIthoQ.wav,This song is an instrumental solo. The tempo is medium fast with the guitarist playing an enthusiastic lead on an amplified guitar. The music is distorted with inferior audio quality. This song is a PopRock/Rock.,"['instrumental', 'amplified guitar', 'guitar lead', 'electric guitar', 'medium fast tempo', 'distorted  sound', 'amateur recording', 'inferior quality audio', 'dexterity', 'rock', 'pop rock']","/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5",32000
OjEG808MfF4,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\OjEG808MfF4.wav,"This music is an electric guitar solo. The tempo is medium fast with rhythmic bongo , atmospheric synthesiser, soft drumming with Cymbal rides, oud riff and keyboard harmony. The music is densely layered. It is soothing, engaging, compelling, mesmerising and building up gradually. This music is Contemporary Indian Pop.","['instrumental', 'electric guitar solo', 'oud riff', 'indian music', 'contemporary indian pop', 'coke studio', 'oud', 'congas', 'bongos', 'cymbal ride', 'synthesiser arrangements', 'atmospheric synthesiser', 'pulsating', 'rising tempo', 'layers building gradually', 'intense', 'dense layers', 'rich', 'sonic delight', 'percusssion', 'lively', 'engaging', 'compelling']","/m/03_d0,/m/04rlf",32000
P14zjckYFK0,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\P14zjckYFK0.wav,"The low quality recording features an electro song that consists of a filter modulated bass, repetitive, echoing electric guitar melody, punchy kick and snare hits, shimmering hi hats and a saxophone solo melody played at the end. It sounds passionate and energetic.","['low quality', 'electro', 'filter mod bass', 'repetitive echoing electric guitar melody', 'punchy kick', 'punchy snare', 'shimmering hi hats', 'saxophone solo melody', 'passionate', 'energetic']","/m/01kcd,/m/06ncr",32000
P39x5dOsJ40,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\P39x5dOsJ40.wav,The low quality recording features a drummer playing his solo over a weird repetitive electric guitar solo melody. The drums consist of punchy kick and snare hits and shimmering cymbals. Overall it sounds energetic and exciting.,"['low quality', 'weird repetitive electric guitar melody', 'punchy kick', 'punchy snare', 'shimmering cymbals', 'energetic', 'drums solo', 'exciting']","/m/026t6,/m/02hnl,/m/03_d0,/m/04rlf,/m/04szw",32000
P3ZPbGjHFXE,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\P3ZPbGjHFXE.wav,"The low quality recording features a live performance of a rock song that consists of passionate male vocal singing over electric guitar solo melody, energetic cymbals, muffled snare and kick hits and groovy bass guitar. There are also some crowd noises, singing along. It sounds energetic, emotional and addictive, thanks to that cadence.","['low quality', 'crowd noises', 'noisy', 'rock', 'live performance', 'electric guitar solo melody', 'energetic cymbals', 'muffled snare hits', 'muffled kick hits', 'passionate male vocal', 'groovy bass guitar', 'energetic', 'emotional', 'addictive']","/m/015lz1,/m/04rlf,/m/07s8j8t",32000
PKsdjH0RmsU,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\PKsdjH0RmsU.wav,"This music is a beautiful ,soothing instrumental. The tempo is slow with a wind instrument like a recorder/flute  solo and an acoustic guitar accompaniment. The music is dulcet, serene,calming, soothing, mellifluous,soulful, therapeutic and idyllic. This is a folk song instrumental.","['instrumental', 'slow tempo', 'recorder', 'soulful', 'pure', 'simplicity', 'minimalist', 'folk', 'folk music', 'acoustic guitar', 'celtic', 'flute melody', 'dulcet', 'flute like instrument', 'soft', 'mellow', 'serene', 'idyllic', 'melancholic', 'calm', 'euphonious', 'wind instrument', 'beautiful']","/m/085jw,/m/0l14j_",32000
PQ7cX2Cnusg,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\PQ7cX2Cnusg.wav,This rock song features a guitar solo played on a guitar with heavy distortion. The solo starts off with high pitch notes being played. This is followed by a dive bomb using the whammy bar. The guitar then plays a descending lick followed by scratch harmonics and another descending run. This is accompanied by percussion playing a powerful rock beat in common time. The bass plays the root notes of the chords. Another distortion guitar plays power chords to back the lead guitar. There are no voices in this song. This song can be used in a car chase sequence in a movie.,"['rock song', 'guitar solo', 'distortion guitar', 'moderate tempo', 'guitar harmonics', 'scratch harmonics', 'whammy bar dive bomb', 'speed metal', 'no voice', 'instrumental', 'power percussion', 'bass']","/m/04rlf,/m/07szfh9",32000
Pn8HqUbNQAc,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\Pn8HqUbNQAc.wav,A male guitar player plays a guitar riff followed by an introduction of a guitar effects flanger pedal. The video has an instrumental solo of a guitar playing rhythm and no other instrumentation. The soundtrack has a poor audio quality.,"['male guitar teacher', 'guitar pedal demonstration', 'poor audio quality', 'guitarist', 'home video', 'guitar player', 'electric guitar solo', 'youtube gear demonstration', 'instrumental', 'average audio quality', 'amplifier', 'flanger unit', 'energetic', 'exciting', 'gadget porn']","/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/09x0r,/m/0fx80y,/m/0g12c5",32000
PyVuHAskeUg,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\PyVuHAskeUg.wav,"The low quality recording features a cover of a rock song that consists of passionate electric guitar melody playing over playback. The playback features a groovy bass guitar, punchy snare and kick hits, shimmering cymbals and mellow synth key chords. It sounds groovy - thanks to the bass-drums relationship and passion - thanks to the electric guitar melody.","['low quality', 'rock', 'passionate electric guitar solo melody', 'cover', 'playback', 'groovy bass guitar', 'shimmering cymbals', 'punchy snare', 'punchy kick', 'mellow synth keys chords', 'groovy', 'passionate']","/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",32000
QIjShFhrp6w,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\QIjShFhrp6w.wav,This is an instrumental blues music piece. A clean electric guitar is playing a groovy solo while the bass guitar plays in the background. The acoustic drums are playing a slow tempo blues beat. The piece has a relaxing atmosphere. It could be playing in the background at a rock bar. This piece could also be playing in the soundtrack of a romantic movie especially during flirting scenes.,"['blues', 'no singer', 'instrumental', 'clean electric guitar', 'guitar solo', 'bass guitar', 'acoustic drums', 'groovy', 'chill', 'relaxing', 'easygoing', 'slow tempo']","/m/0155w,/m/04rlf",32000
QS3DabGF41Y,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\QS3DabGF41Y.wav,This is an instrumental rock music piece. The piece is being performed on a clean sounding electric guitar. There is an easygoing guitar solo being played. The atmosphere is groovy. This piece could be used as an advertisement jingle.,"['rock music', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'clean sound', 'guitar solo', 'easygoing', 'groovy']","/m/0326g,/m/0342h,/m/04szw,/m/0fx80y",32000
R4b_-IT43P4,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\R4b_-IT43P4.wav,"The song is an instrumental. The song is medium tempo with an amplified guitar solo lead, complete with knob flicking tones. The song is loud and energetic. The audio quality is poor and recorded live at home.","['electric guitar lead', 'poor audio quality', 'rock solo', 'guitar amplifier', 'home music video', 'guitar tone test demo', 'medium tempo', 'rock guitar lead', 'tremolo tones', 'echo tones', 'amplifier knob flicks', 'loud music', 'emotional', 'passionate', 'exciting', 'medium tempo', 'guitar licks']","/m/0155w,/m/01jnbd,/m/02rr_,/m/02sgy,/m/04rlf,/m/0g12c5",32000
REpuZwvyThM,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\REpuZwvyThM.wav,This bluegrass song features a solo played on a mandolin. This is accompanied by an acoustic guitar strumming chords. A double bass plays the root note and fifth of the chords. A banjo player fills in between phrases. This song is at a moderate tempo and has a country feel. The mood of this song is happy. This song can be played in an inspirational movie.,"['bluegrass', 'country', 'instrumental', 'no voice', 'no percussion', 'mandolin', 'acoustic guitar', 'banjo', 'double bass', 'moderate tempo', 'happy mood']","/m/016cjb,/m/01lyv,/m/04rlf,/m/06j6l,/m/0gg8l,/m/0gywn",32000
RSryuuvUfDM,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\RSryuuvUfDM.wav,One acoustic guitar is strumming chords while the other one is playing a solo melody on top with bending notes in a pentatonic scale. This song may be playing at home practicing guitar.,"['folk rock', 'acoustic guitars', 'amateur recording', 'uptempo', 'uplifting vibe']","/m/0155w,/m/0342h,/m/042v_gx,/m/04rlf,/m/04rzd,/m/04szw,/m/06w87,/m/0fx80y",32000
S2u5IE0n1ws,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\S2u5IE0n1ws.wav,"An instrumental western swing group featuring a violin or fiddle solo. The upright bass lays down a steady walking bassline while two jazz guitars accompanied by strumming chords. Accordion is also present, but drums are not.","['fiddle', 'guitar strumming', 'western swing', 'accordion', 'violin solo', 'upright bass', 'jazz guitar', 'violin solo', 'jazz', 'walking bassline', 'no drums', 'instrumental']","/m/015y_n,/m/04rlf,/m/0l14_3",32000
SBeC9TISHz8,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\SBeC9TISHz8.wav,The country music features a male vocalist with a scratchy voice. Two acoustic guitars play a melodic intro riff that goes from melody to strumming. The strings are very sharp-sounding and bright. The atmosphere of the song is sad.,"['country', 'pop', 'sad mood', 'sad male vocals', 'emotional', 'scratchy male vocals', 'bright acoustic guitar solo', 'bass', 'strummed acoustic guitar']","/m/04rlf,/m/04rzd,/m/0gg8l",32000
Sa3Ky5sJshU,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\Sa3Ky5sJshU.wav,"This is an instrumental cover of a J-pop music piece. There is no singer in this piece. The melodic background consists of the keyboard and the bass playing a repeated theme. There is a synth solo with an electric guitar sound being played as the lead. In the rhythmic background, there is a fast tempo electronic drum beat. The atmosphere is danceable and energetic. This piece can be used in the soundtrack of a car racing video game. It could also be used in the soundtrack of an anime during competitive scenes.","['j-pop', 'cover', 'no singer', 'instrumental', 'electric guitar sound', 'guitar solo', 'keyboard', 'synth', 'bass', 'electronic drums', 'repeated theme', 'danceable', 'energetic']","/m/01s0ps,/m/05148p4,/m/05r5c",32000
SkFG5SoXsVk,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\SkFG5SoXsVk.wav,The song is an instrumental. The tempo is medium with a distinctive reggae style backbeat drumming rhythm and a guitar playing rhythm along with a bass guitar solo. The song is extremely passionate and groovy in nature. The audio quality is poor.,"['instrumental music', 'reggae music', 'drum stick play', 'ska song', 'classic dance hits', 'tropical vibes', 'medium tempo', 'bouncy', 'retro dance hits', 'tropical paradise', 'rim shots', 'ska music', 'retro ska', 'syncopated rhythms', 'guitar accompaniment', 'groovy bass line', 'instrumental music', 'guitar lead', 'retro hits', 'steady drumming rhythm', 'groo']","/m/015y_n,/m/03_d0,/m/04rlf,/m/06cqb,/m/06rqw",32000
TWV3YLscSaw,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\TWV3YLscSaw.wav,"The low quality recording features a passionate, reverberant male vocal singing over a wide arpeggiated acoustic guitar melody and acoustic guitar solo melody, followed by a simple bass. It sounds emotional and passionate.","['low quality', 'passionate reverberant male vocal', 'acoustic guitar solo melody', 'wide arpeggiated acoustic guitar melody', 'simple bass', 'emotional', 'passionate']","/m/02w4v,/m/04rlf",32000
Ta0GmXPnGWk,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\Ta0GmXPnGWk.wav,The song is an instrumental. The song is medium tempo with an electric guitar playing guitar riffs with a nice low end; The audio quality is average. The song is passionate and exciting.,"['electric guitar player', 'guitarist', 'riffs', 'guitar licks', 'passionate', 'exciting', 'guitar lessons online', 'soloist', 'youtube music video', 'guitar demonstration', 'excited', 'positive', 'medium fast tempo', 'groovy music', 'inspiring', 'inspiring', 'guitar solo', 'medium fats tempo', 'strumming rhythm', 'groovy', 'booming bass line', 'instrumental music']","/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125",32000
TiOBlG-R1Y4,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\TiOBlG-R1Y4.wav,"This hard rock song feels like the kind of song that would play as you are preparing to go to war. The instruments are gritty, grungy, and intense. The electric guitarist plays an intricate motif and the bass player matches the main part of the riff. The drummer plays potent and punchy rhythms which feature the crash cymbal - which adds a bright shimmery contrast to the dark and grungry guitars.","['rock', 'hard rock', 'intense', 'energetic', 'powerful', 'rugged', 'gritty', 'grungy', 'gritty electric guitar solo motifs', 'crash cymbal', 'potent punchy drumming', 'electric bass guitar', 'battle ground']","/m/04rlf,/t/dd00036",32000
Tvwi_YuLehk,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\Tvwi_YuLehk.wav,"This is the live performance of a bluegrass music piece. There are male vocals singing together in a lively manner. There are two banjos playing the melody, one acting as the lead and the other as the rhythm. There is also an acoustic guitar following the banjos. An upright bass is playing the bass line which acts as a rhythmic background. The general atmosphere of the piece is very uplifting. The piece can be used in the soundtrack of rural comedies. It could also be used in the background for funny social media content.","['bluegrass', 'live performance', 'male vocals', 'banjo', 'banjo solo', 'upright bass', 'acoustic guitar', 'playful', 'joyful', 'uplifting', 'easygoing']","/m/0326g,/m/04rlf,/m/04rzd,/m/0gg8l",32000
VZJfkEet6EQ,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\VZJfkEet6EQ.wav,The song is an instrumental. The tempo is medium and changes as the player changes the lick. The guitar is played solo styling with jarring string action. Playing amateur music is like a music lesson. The song is a bass guitar tutorial and sounds amateurish. The audio quality is poor.,"['instrumental music', 'bass guitar player', 'bass guitar solo', 'varying tempos', 'amateur play', 'practice session', 'guitar licks', 'youtube instrument tutorial', 'ambient room noises', 'poor recording quality', 'jarring string noises', 'choppy playing', 'medium tempo']","/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5",32000
VfARCp38XtA,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\VfARCp38XtA.wav,"The low quality recording features a live performance of a rock song and it consists of passionate male vocal singing over energetic drums, funky bass guitar, electric guitar melody and solo brass melody. At the end of the loop, there is a short snippet of choir singing in harmony. Overall it sounds funky, energetic, soulful and passionate -  as a live performance should sound.","['rock', 'low quality', 'live performance', 'passionate male vocal', 'choir', 'solo brass melody', 'funky bass guitar', 'energetic drums', 'electric guitar melody', 'energetic', 'soulful', 'passionate', 'funky']","/m/015lz1,/m/04rlf,/m/06by7,/m/074ft,/m/07sbbz2,/m/07sr1lc",32000
XQB27QPic3k,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\XQB27QPic3k.wav,This is a gear showcase jam recording. There is an electric guitar playing a calm solo with the echo effect. The tune being played is a simple one and it is rather relaxed. This recording can be used to lift guitar samples with echo effect. It can also be used in advertisement jingles.,"['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'guitar solo', 'effect pedal', 'echo', 'easygoing', 'simple tune']","/m/018vs,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf",32000
Y6OOFbrzdP8,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\Y6OOFbrzdP8.wav,"This is an amateur cover of a guitar solo in a heavy metal piece. The solo is being played on an electric guitar. There is a rapid procession of high-pitch notes in the solo. The feel is complex and aggressive. The quality of the recording is a bit poor. If the quality issue can be resolved, this piece could be sampled for use in beat-making.","['cover', 'amateur recording', 'heavy metal', 'no singer', 'instrumental', 'electric guitar', 'guitar solo', 'shredding', 'complex', 'aggressive']","/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",32000
YOA1JOyd7cw,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\YOA1JOyd7cw.wav,The low quality recording features a cover of an R & B/soul song and it consists of a steel guitar solo melody. There are some pedal tapping noises. Overall the recording is noisy and it sounds passionate and soulful.,"['low quality', 'noisy', 'steel guitar solo melody', 'r&b/soul', 'cover', 'pedal tapping noise', 'soulful', 'passionate']","/m/04rlf,/m/04szw,/m/06w87,/m/0g12c5",32000
Y_eh6C0EBP8,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\Y_eh6C0EBP8.wav,The song is an instrumental followed by a long pause. The song is medium tempo and features an electric guitar playing a solemn solo. The song is passionate and mysterious. The audio quality is poor.,"['instrumental music', 'long pause', 'electric guitar solo', 'poor audio quality', 'song introduction', 'soloist', 'hissing tones', 'ambient room sounds', 'documentary sound track', 'advertisement jingle', 'amplified guitar solo', 'solemn', 'emotional', 'energetic', 'guitar amplifier tone', 'medium tempo', 'instrumental music']","/m/028v0c,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125",32000
Ypuv3htJlpg,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\Ypuv3htJlpg.wav,This is an amateur recording of a harmonica solo being performed over a blues/rock-n-roll music piece. The piece is instrumental. The harmonica plays a melodic solo in the style of blues. The backing track consists of the electric guitar and the bass guitar playing a simple tune while the medium tempo acoustic drums are playing a basic blues rock beat. The atmosphere is easygoing. This piece could be playing from the radio during a road trip in a movie.,"['amateur recording', 'blues', 'rock-n-roll', 'instrumental', 'harmonica solo', 'backing track', 'electric guitar', 'bass guitar', 'acoustic drums', 'easygoing']","/m/03qjg,/m/085jw",32000
YqAsph_ouRM,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\YqAsph_ouRM.wav,This low quality audio features an electric guitar playing a solo. The sounds of the instruments are not clear due to the low audio quality. The percussion plays a fast beat in the background. There are no voices in this song. This song can be played in a car chase sequence in a movie.,"['rock and roll', 'low quality audio', 'percussion', 'lead guitar', 'no voices', 'instrumental', 'fast tempo']","/m/04rlf,/m/04szw,/m/064t9,/m/07pt_g0,/m/0l14md",32000
YzpzKyzyL0Y,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\YzpzKyzyL0Y.wav,"Latin music featuring a quick tempo, hand percussion, tambourine, lively hand claps, guiro, a low tuned bass drum, an acoustic guitar solo with a wah effect, flamenco inspired fast acoustic guitar strumming, complex chords and a modern electric bass sound supporting a passionate female singer.","['latin', 'low tuned bass drum', 'lively', 'electric guitar', 'wah', 'acoustic guitar solo', 'hand percussion', 'fast strumming acoustic guitar', 'flamenco influence', 'tambourine', 'guiro', 'passionate female singer', 'complex chords', 'fast beat', 'modern electric bass', 'hand claps', 'quick tempo']","/m/0326g,/m/04rlf,/m/0g293",32000
ZCR7qJ2IgGI,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\ZCR7qJ2IgGI.wav,"The song is an instrumental. The tempo is medium with ambient sounds like a sawing tool sounds, guitar rhythm, bass guitar solo and a steady drumming with various percussion hits. The song is an advertisement jingle for a tool works company. The sound quality is average with ambient room sounds.","['hand saw', 'instrumental music', 'documentary  video soundtrack', 'advertisement jingle', 'poor audio quality', 'bouncy rhythm', 'tom sounds', 'sawing noise', 'medium tempo', 'cool bass solo', 'steady drumming rhythm', 'groovy rhythm', 'video soundtrack¡¯ toms sounds', 'drum sticks', 'cool drum roll', 'bass drum hits', 'exciting', 'positive', 'cheerful', 'funky groove', 'funk pop music']","/m/01b82r,/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0bm02,/m/0l14md",32000
ZVvX2-ldhvY,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\ZVvX2-ldhvY.wav,solo acoustic nylon string guitar playing in a fingerstyle Brazilian bossa nova style.,"['solo guitar', 'nylon string acoustic', 'fingerstyle', 'bossa nova', 'brazilian']","/m/02rr_,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y",32000
Zc4rX7nbRW4,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\Zc4rX7nbRW4.wav,"The low quality recording features a distorted electric guitar solo melody playing. At the end of the loop, there is a short pedal tap sound. The recording is a bit noisy, but it sounds passionate.","['low quality', 'mono', 'noisy', 'distorted electric guitar solo melody', 'pedal tap sound effect', 'passionate']","/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5",32000
